Fund Name,Currency,Risk Rating,Cash,CPFIS-OA,CPFIS-SA,SRS,Management Fee,Annual Expense Ratio,Fund Size(million),Initial,Subsequent,Indicated Gross <br\/> Dividend Yield* (%),Cash Investment,Frequency,FSM Sales Charge
Aberdeen Standard SICAV I - North American Smaller Companies Fund A Acc SGD-H,SGD,10,Y,N,N,Y,1.50%,1.78%,USD 394.80,1000,100,,,,0
Aberdeen Standard SICAV I - Select Emerging Market Bond Fund A MInc SGD-H,SGD,5,Y,N,N,Y,1.50%,1.75%,USD 1100.00,1000,100,3.70%,Payout,M,0
JPMorgan Investment Funds - Global Income A (mth) EUR,EUR,5,Y,N,N,Y,1.25%,1.40%,USD 28023.80,1000,100,3.91%,Payout,M,0
Blackrock Asian High Yield Bond A6 USD,USD,5,Y,N,N,Y,0.70%,1.23%,USD 420.06,1000,100,8.37%,Reinvest,M,0
Blackrock Systematic China A-Share Opportunities A2 USD,USD,9,Y,N,N,Y,1.50%,1.86%,USD 659.21,1000,100,,,,0
Blackrock China Flexible Equity A2 EUR-H,EUR,9,Y,N,N,Y,1.50%,1.90%,USD 30.08,1000,100,,,,0
Allianz Income and Growth Cl AM Dis H2-NZD,NZD,7,Y,N,N,Y,1.50%,1.54%,USD 30420.56,1000,100,7.18%,Payout,M,0
Fidelity European Dynamic Growth A-ACC-SGD (hedged),SGD,8,Y,N,N,N,1.50%,1.90%,EUR 5318.00,1000,100,,,,0
Eastspring Investments - Asian Low Volatility Equity Fund AS SGD,SGD,8,Y,N,N,Y,1.25%,1.74%,USD 1780.40,1000,100,,,,0
Eastspring Investments - Asian Low Volatility Equity Fund AS SGD-H,SGD,8,Y,N,N,Y,1.25%,1.74%,USD 1780.40,1000,100,,,,0
Fidelity India Focus A-USD,USD,9,Y,N,N,N,1.50%,1.94%,USD 1894.00,1000,100,,,,0
Threadneedle (Lux) Flexible Asian Bond ASC Inc SGD-H,SGD,4,Y,N,N,Y,0.90%,1.55%,SGD 83.70,1000,100,3.83%,Payout,M,0
Threadneedle (Lux) Flexible Asian Bond AUP Inc USD,USD,4,Y,N,N,Y,0.90%,1.50%,USD 63.10,1000,100,,Payout,M,0
JPMorgan Funds - China A-Share Opportunities A (acc) RMB,CNH,9,Y,N,N,Y,1.50%,1.80%,USD 6315.20,1000,100,,,,0
Fullerton USD Income A SGD-H,SGD,4,Y,N,N,Y,0.80%,0.88%,SGD 940.34,1000,100,3.93%,Payout,Q,0
Fidelity Global Income A-MINCOME(G)-USD,USD,4,Y,N,N,N,0.90%,1.31%,USD 560.00,1000,100,4.02%,Payout,M,0
Fidelity Global Technology A-ACC-USD,USD,10,Y,N,N,N,1.50%,1.89%,EUR 9779.00,1000,100,,,,0
Blackrock Dynamic High Income A6 USD,USD,8,Y,N,N,Y,1.50%,1.76%,USD 3098.74,1000,100,6.13%,Reinvest,M,0
Blackrock Dynamic High Income A8 AUD-H,AUD,8,Y,N,N,Y,1.50%,1.76%,USD 3098.74,1000,100,5.54%,Reinvest,M,0
Blackrock Dynamic High Income A8 CNH-H,CNH,8,Y,N,N,Y,1.50%,1.76%,USD 3098.74,1000,100,6.93%,Reinvest,M,0
Blackrock Dynamic High Income A6 GBP-H,GBP,8,Y,N,N,Y,1.50%,1.76%,USD 3098.74,1000,100,6.12%,Reinvest,M,0
FTIF - Franklin Global Multi-Asset Income A (Mdis) SGD-H1,SGD,6,Y,N,N,Y,0.85%,1.70%,EUR 146.00,1000,100,3.50%,Payout,M,0
FTIF - Franklin K2 Alt Strat Fd A (acc) SGD-H1,SGD,10,Y,N,N,Y,2.05%,2.75%,USD 1810.00,1000,100,,,,0
United Asia Pacific Diversified Strategies A SGD-H,SGD,10,Y,N,N,Y,1.25%,4.11%,SGD 15.05,1000,100,,,,0
Blackrock Emerging Markets Equity Income A2 USD,USD,9,Y,N,N,Y,1.50%,1.87%,USD 583.25,1000,100,,,,0
Blackrock Emerging Markets Equity Income A6 USD,USD,9,Y,N,N,Y,1.50%,1.87%,USD 583.25,1000,100,2.46%,Reinvest,M,0
Blackrock Emerging Markets Equity Income A6 SGD-H,SGD,9,Y,N,N,Y,1.50%,1.87%,USD 583.25,1000,100,2.53%,Reinvest,M,0
Blackrock Emerging Markets Equity Income A8 AUD-H,AUD,9,Y,N,N,Y,1.50%,1.87%,USD 583.25,1000,100,1.82%,Reinvest,M,0
United Asian Bond Fund A Acc SGD-H,SGD,4,Y,N,N,Y,1.10%,1.36%,SGD 105.83,1000,100,,,,0
Blackrock Dynamic High Income A6 SGD-H,SGD,8,Y,N,N,Y,1.50%,1.76%,USD 3098.74,1000,100,6.13%,Reinvest,M,0
HGIF - Global Real Estate Equity AM3O SGD,SGD,10,Y,N,N,Y,1.50%,1.92%,USD 1412.50,1000,100,3.56%,Payout,M,0
HGIF - RMB Fixed Income AM2 USD,USD,5,Y,N,N,N,0.75%,1.00%,USD 201.88,1000,100,4.22%,Payout,M,0
HGIF - RMB Fixed Income AM3O SGD,SGD,5,Y,N,N,Y,0.75%,1.02%,USD 201.88,1000,100,4.04%,Payout,M,0
LionGlobal Singapore Dividend Equity Fund SGD,SGD,8,Y,N,N,Y,1.20%,1.40%,SGD 77.50,1000,100,3.78%,Payout,Q,0
LionGlobal Singapore Dividend Equity Fund USD,USD,8,Y,N,N,N,1.20%,1.40%,SGD 77.50,1000,100,3.73%,Payout,Q,0
LionGlobal Singapore Dividend Equity Fund USD-H,USD,8,Y,N,N,N,1.20%,1.40%,SGD 77.50,1000,100,,Payout,Q,0
Fidelity World A-ACC-USD,USD,7,Y,N,N,N,1.50%,1.89%,USD 4668.00,1000,100,,,,0
Schroder ISF Greater China A Acc USD,USD,8,Y,N,N,N,1.50%,1.85%,USD 3781.12,1000,100,,,,0
Eastspring Investments - Asian Smaller Companies A USD,USD,10,Y,N,N,N,1.50%,1.97%,USD 95.00,1000,100,,,,0
Blackrock World Financials A2 SGD-H,SGD,10,Y,N,N,Y,1.50%,1.83%,USD 703.92,1000,100,,,,0
United Global Quality Growth Fd Cl Dist SGD-H,SGD,7,Y,N,N,Y,1.50%,1.80%,SGD 851.88,1000,100,3.54%,Payout,M,0
Schroder Asian Income A Dis GBP-H,GBP,6,Y,N,N,N,1.25%,1.44%,SGD 4978.85,1000,100,4.43%,Payout,M,0
Threadneedle (Lux) Global Technology AU Acc USD,USD,10,Y,N,N,Y,1.65%,1.95%,USD 497.30,1000,100,,,,0
Threadneedle (Lux) Global Technology AS Acc SGD,SGD,10,Y,N,N,Y,1.65%,1.95%,USD 497.30,1000,100,,,,0
Fidelity Asia Pacific Multi Asset Growth & Income A-MINCOME(G)-USD,USD,7,Y,N,N,N,1.25%,1.62%,USD 91.00,1000,100,4.14%,Payout,M,0
Fidelity European Multi Asset Income A-ACC-USD (hedged),USD,6,Y,N,N,N,1.00%,1.41%,EUR 561.00,1000,100,,,,0
Fidelity Euro Short Term Bond A-ACC-EUR,EUR,3,Y,N,N,N,0.50%,0.71%,EUR 4748.00,1000,100,,,,0
Blackrock Asian Tiger Bond A6 GBP-H,GBP,4,Y,N,N,Y,1.00%,1.22%,USD 5580.79,1000,100,4.89%,Reinvest,M,0
Aberdeen Standard SICAV I - Diversified Growth A Acc SGD-H,SGD,8,Y,N,N,Y,1.20%,1.59%,EUR 283.80,1000,100,,,,0
Blackrock Asian Tiger Bond A8 NZD-H,NZD,4,Y,N,N,Y,1.00%,1.22%,USD 5580.79,1000,100,4.61%,Reinvest,M,0
Blackrock Emerging Markets Equity Income A8 NZD-H,NZD,9,Y,N,N,Y,1.50%,1.87%,USD 583.25,1000,100,1.89%,Reinvest,M,0
Blackrock European Equity Income A8 NZD-H,NZD,8,Y,N,N,Y,1.50%,1.83%,EUR 1763.35,1000,100,4.55%,Reinvest,M,0
Blackrock Global Corporate Bond A6 SGD-H,SGD,3,Y,N,N,Y,0.90%,1.11%,USD 2144.61,1000,100,2.55%,Reinvest,M,0
Blackrock Global Corporate Bond A8 NZD-H,NZD,3,Y,N,N,Y,0.90%,1.11%,USD 2144.61,1000,100,2.09%,Reinvest,M,0
Blackrock Global Equity Income A8 CNH-H,CNH,7,Y,N,N,Y,1.50%,1.83%,USD 995.69,1000,100,3.79%,Reinvest,M,0
JPMorgan Funds - Global Bond Opportunities A (mth) USD,USD,4,Y,N,N,Y,1.00%,1.20%,USD 6101.50,1000,100,3.80%,Payout,M,0
JPMorgan Funds - Global Bond Opportunities A (acc) USD,USD,4,Y,N,N,Y,1.00%,1.20%,USD 6101.50,1000,100,,,,0
FTIF - Templeton Global Income A Mdis SGD-H1,SGD,6,Y,N,N,Y,0.85%,1.66%,USD 349.00,1000,100,2.90%,Payout,M,0
Fidelity Asia Pacific Strategic Income A-ACC-USD,USD,4,Y,N,N,N,1.00%,1.33%,USD 78.00,1000,100,,,,0
Fidelity Asia Pacific Strategic Income A-MINCOME(G)-USD,USD,4,Y,N,N,N,1.00%,1.33%,USD 78.00,1000,100,6.44%,Payout,M,0
PIMCO Diversified Income Duration Hedged Fund Cl E Acc USD,USD,4,Y,N,N,Y,1.59%,1.59%,USD 1400.00,1000,100,,,,0
PIMCO Diversified Income Duration Hedged Fund Cl E Inc USD,USD,4,Y,N,N,Y,1.59%,1.59%,USD 1400.00,1000,100,0.10%,Payout,Q,0
FTIF - Templeton Global Total Return A Acc USD,USD,4,Y,N,N,N,0.75%,1.40%,USD 6910.00,1000,100,,,,0
Allianz Global Artificial Intelligence AT Acc USD,USD,10,Y,N,N,Y,1.75%,2.10%,USD 8925.25,1000,100,,,,0
Schroder ISF European Large Cap A Acc EUR,EUR,8,Y,N,N,N,1.25%,1.59%,EUR 434.57,1000,100,,,,0
Schroder ISF Global Target Return A Acc USD,USD,6,Y,N,N,N,1.25%,1.55%,USD 204.81,1000,100,,,,0
Fidelity Enhanced Reserve A-MINCOME(G)-SGD (hedged),SGD,4,Y,N,N,N,0.50%,0.63%,USD 2754.20,1000,100,3.11%,Payout,M,0
FTIF - Templeton Global Balanced A QDIS USD,USD,6,Y,N,N,N,0.80%,1.66%,USD 715.00,1000,100,1.48%,Reinvest,Q,0
Eastspring Investments - Asian Property Securities A USD,USD,10,Y,N,N,N,1.50%,2.50%,USD 17.30,1000,100,,,,0
Neuberger Berman Corporate Hybrid Bond A MDis AUD-H,AUD,5,Y,N,N,Y,1.20%,1.34%,EUR 1938.40,1000,100,5.14%,Payout,M,0
Neuberger Berman Corporate Hybrid Bond A MDis SGD-H,SGD,5,Y,N,N,Y,1.20%,1.35%,EUR 1938.40,1000,100,4.93%,Payout,M,0
Janus Henderson Global Life Sciences A Acc SGD,SGD,10,Y,N,N,N,1.50%,2.35%,USD 4020.00,1000,100,,,,0
Janus Henderson Global Life Sciences A Acc USD,USD,10,Y,N,N,N,1.50%,2.36%,USD 4020.00,1000,100,,,,0
Janus Henderson Balanced A Acc SGD,SGD,6,Y,N,N,N,1.00%,1.91%,USD 5500.00,1000,100,,,,0
Janus Henderson Balanced A Acc SGD-H,SGD,6,Y,N,N,N,1.00%,1.91%,USD 5500.00,1000,100,,,,0
Janus Henderson Balanced A Inc SGD,SGD,6,Y,N,N,N,1.00%,1.90%,USD 5500.00,1000,100,3.74%,Payout,M,0
Janus Henderson Balanced A Inc SGD-H,SGD,6,Y,N,N,N,1.00%,1.91%,USD 5500.00,1000,100,3.77%,Payout,M,0
Janus Henderson Balanced A Inc USD,USD,6,Y,N,N,N,1.00%,1.91%,USD 5500.00,1000,100,3.74%,Payout,M,0
FTIF - Franklin Innovation A Acc USD,USD,8,Y,N,N,N,1.00%,1.79%,USD 258.00,1000,100,,,,0
FTIF - Franklin Global Income A Acc USD,USD,6,Y,N,N,N,0.85%,1.60%,USD 28.00,1000,100,,,,0
GS Global CORE Equity Portfolio Acc Close SGD,SGD,7,Y,N,N,N,1.25%,1.37%,USD 3658.00,5000,100,,,,0
Fidelity Global Short Duration Income A-MDIST-USD,USD,3,Y,N,N,N,0.75%,1.05%,USD 1063.00,1000,100,2.26%,Payout,M,0
GS Asia High Yield Bond Portfolio MDist SGD-H,SGD,5,Y,N,N,N,1.25%,1.50%,USD 43.00,5000,100,7.06%,Payout,M,0
Fidelity SMART Global Defensive A-EUR,EUR,8,Y,N,N,N,1.15%,1.56%,EUR 212.00,1000,100,1.47%,Reinvest,Y,0
Amundi Funds Asia Equity Concentrated A2 (C) USD,USD,8,Y,N,N,N,1.90%,2.25%,USD 211.36,1000,100,,,,0
Amundi Funds Asia Equity Concentrated A2 (D) USD,USD,8,Y,N,N,N,1.90%,2.25%,null ,1000,100,,Reinvest,Y,0
BNY Mellon Global Equity Income A Inc USD,USD,7,Y,N,N,N,2.00%,2.12%,USD 744.25,5000,100,2.18%,Payout,Q,0
PineBridge Global Strategic Income A USD,USD,4,Y,N,N,Y,1.00%,1.82%,USD 12.80,1000,100,,,,0
FTIF - Franklin Mutual US Value A Acc EUR,EUR,8,Y,N,N,N,1.00%,1.85%,USD 289.00,1000,100,,,,0
Blackrock China Bond A2 RMB,CNH,5,Y,N,N,Y,0.75%,0.99%,CNH 42187.42,1000,100,,,,0
Blackrock China Bond A3 HKD,HKD,5,Y,N,N,Y,0.75%,0.99%,CNH 42187.42,1000,100,3.18%,Payout,M,0
Allianz Global Opportunistic Bond Cl AMg Dis HKD,HKD,4,Y,N,N,Y,1.14%,1.17%,USD 257.00,1000,100,3.91%,Payout,M,0
Allianz Global Opportunistic Bond Cl AMg Dis USD,USD,4,Y,N,N,Y,1.14%,1.17%,USD 257.00,1000,100,3.92%,Payout,M,0
Blackrock ESG Emerging Markets Bond A2 USD,USD,5,Y,N,N,Y,1.25%,1.47%,USD 458.42,1000,100,,,,0
Blackrock ESG Emerging Markets Corporate Bond A2 USD,USD,5,Y,N,N,Y,1.50%,1.69%,USD 74.19,1000,100,,,,0
Blackrock ESG Emerging Market Local Currency Bond A2 USD,USD,5,Y,N,N,Y,1.00%,1.31%,USD 378.88,1000,100,,,,0
JPMorgan Investment Funds - Global Dividend A (mth) SGD,SGD,7,Y,N,N,Y,1.50%,1.80%,USD 320.20,1000,100,2.43%,Payout,M,0
GS Japan Equity Portfolio Acc USD-H,USD,8,Y,N,N,N,1.50%,1.62%,JPY 127933.00,5000,100,,,,0
GS Global Environmental Impact Equity Portfolio Acc USD,USD,8,Y,N,N,N,1.50%,1.90%,USD 395.00,5000,100,,,,0
Neuberger Berman China Bond A MDis SGD,SGD,5,Y,N,N,Y,1.30%,1.50%,CNH 567.68,1000,100,6.15%,Payout,M,0
GS India Equity Portfolio Acc USD,USD,9,Y,N,N,N,1.75%,1.94%,USD 1590.00,5000,100,,,,0
CPR Invest - Food For Generations A2 Acc SGD-H,SGD,10,Y,N,N,N,1.80%,2.35%,SGD 892.93,1000,100,,,,0
JPMorgan Investment Funds - Global Select Equity A (acc) SGD,SGD,7,Y,N,N,Y,1.50%,1.80%,null ,1000,100,,,,0
CPR Invest - Education A2 Acc USD-H,USD,10,Y,N,N,N,1.80%,2.35%,USD 679.87,1000,100,,,,0
CPR Invest - Education A2 Acc SGD-H,SGD,10,Y,N,N,N,1.80%,2.35%,SGD 902.26,1000,100,,,,0
Maybank Global Sukuk Income-I A (dist) SGD,SGD,5,Y,N,N,N,1.00%,1.74%,SGD 38.00,1000,100,4.02%,Payout,Q,0
FTIF - Franklin Mutual US Value A Acc USD,USD,8,Y,N,N,N,1.00%,1.86%,USD 289.00,1000,100,,,,0
FTIF - Templeton Emerging Markets Dynamic Income A (Mdis) SGD-H1,SGD,6,Y,N,N,Y,1.00%,1.84%,USD 177.00,1000,100,4.05%,Payout,M,0
Blackrock US Growth A2 USD,USD,8,Y,N,N,Y,1.50%,1.82%,USD 547.02,1000,100,,,,0
Fidelity China High Yield A-HMDIST(G) AUD (hedged),AUD,6,Y,N,N,N,1.20%,1.61%,USD 2009.00,1000,100,7.96%,Payout,M,0
Allianz Global High Yield Cl AMg Dis H2-SGD,SGD,4,Y,N,N,Y,1.45%,1.39%,USD 100.78,1000,100,6.12%,Payout,M,0
HGIF - Global Emerging Markets Bond AM3H AUD,AUD,5,Y,N,N,N,1.25%,1.62%,USD 2239.45,1000,100,4.99%,Payout,M,0
HGIF - Global Equity Climate Change AD SGD,SGD,9,Y,N,N,Y,1.50%,1.85%,USD 157.02,1000,100,,Reinvest,Y,0
HGIF - Russia Equity Fund CL AD SGD,SGD,9,Y,N,N,Y,1.75%,2.15%,USD 152.20,1000,100,4.43%,Reinvest,Y,0
Blackrock World Technology Fund A2 SGD-H,SGD,10,Y,N,N,Y,1.50%,1.81%,USD 11806.39,1000,100,,,,0
PIMCO Emerging Markets Bond Fund Cl M Inc USD,USD,5,Y,N,N,Y,1.69%,1.69%,USD 5300.00,1000,100,3.00%,Payout,M,0
Janus Henderson Horizon Global High Yield Bond A4M SGD-H,SGD,4,Y,N,N,N,0.75%,1.19%,USD 1710.00,1000,100,6.03%,Payout,M,0
Threadneedle Global Extended Alpha A Acc SGD,SGD,10,Y,N,N,N,1.50%,1.76%,SGD 434.30,1000,100,,,,0
Threadneedle Global Extended Alpha A Acc SGD-H,SGD,10,Y,N,N,N,1.50%,1.78%,SGD 434.30,1000,100,,,,0
Allianz Best Styles Global Equity Cl ET Acc H2-SGD,SGD,7,Y,Y,N,Y,1.30%,1.34%,EUR 555.46,1000,100,,,,0
LionGlobal Vietnam USD,USD,9,Y,N,N,N,1.50%,1.78%,SGD 142.00,1000,100,,,,0
Fidelity Switzerland A-CHF,CHF,9,Y,N,N,N,1.50%,1.92%,CHF 293.00,1000,100,0.19%,Reinvest,Y,0
Fidelity European Larger Companies A-EUR,EUR,8,Y,N,N,N,1.50%,1.90%,EUR 739.00,1000,100,1.27%,Reinvest,Y,0
PIMCO Asia High Yield Bond Cl E Inc USD,USD,5,Y,N,N,Y,1.55%,1.55%,USD 1100.00,1000,100,4.84%,Payout,M,0
GS Global Future Technology Leaders Equity Portfolio Acc USD,USD,10,Y,N,N,N,1.50%,1.76%,USD 3881.00,5000,100,,,,0
Threadneedle Global Extended Alpha A Acc USD,USD,10,Y,N,N,N,1.50%,1.76%,USD 326.80,1000,100,,,,0
Janus Henderson Horizon China Opportunities A2 SGD,SGD,10,Y,N,N,N,1.20%,1.95%,USD 161.82,1000,100,,,,0
UTI India Dynamic Equity EUR,EUR,9,Y,N,N,N,1.70%,1.91%,USD 688.15,100,100,,,,0
Blackrock FinTech A2 SGD-H,SGD,10,Y,N,N,Y,1.50%,1.82%,USD 246.98,1000,100,,,,0
Natixis Mirova Global Sustainable Equity H-R-NPF/A SGD,SGD,7,Y,N,N,N,1.80%,2.00%,EUR 2742.80,1000,100,,,,0
HGIF - Global Securitised Credit Bond AC USD,USD,4,Y,N,N,N,1.30%,1.56%,USD 100.17,1000,100,,,,0
Blackrock ESG Multi-Asset A8 USD-H,USD,6,Y,N,N,Y,1.20%,1.44%,EUR 1755.33,1000,100,2.59%,Payout,M,0
Blackrock ESG Multi-Asset A2 SGD-H,SGD,6,Y,N,N,Y,1.20%,1.45%,EUR 1755.33,1000,100,,,,0
Nikko AM ASEAN Equity Fund A SGD,SGD,9,Y,N,N,Y,1.50%,1.83%,USD 18.20,1000,100,,,,0
Blackrock Asian High Yield Bond A8 GBP-H,GBP,5,Y,N,N,Y,0.70%,1.22%,USD 420.06,1000,100,7.13%,Reinvest,M,0
Allianz Income and Growth Cl AM AT Acc USD,USD,7,Y,N,N,Y,1.50%,1.54%,USD 30420.56,1000,100,,,,0
Threadneedle (Lux) US High Yield Bond AU Acc USD,USD,4,Y,N,N,Y,1.25%,1.55%,USD 208.60,1000,100,,,,0
United Global Quality Growth Fund C Acc SGD-H (CPF),SGD,7,N,Y,N,N,1.00%,1.28%,SGD 851.88,1000,100,,,,0
FTIF - Templeton Asian Smaller Companies A (Ydis) USD,USD,10,Y,N,N,N,1.35%,2.24%,USD 875.00,1000,100,,Reinvest,Y,0
CPR Invest - Food For Generations A2 Acc USD-H,USD,10,Y,N,N,N,1.80%,2.35%,USD 672.84,1000,100,,,,0
Blackrock Euro Bond A2 USD,USD,4,Y,N,N,Y,0.75%,0.98%,EUR 5211.22,1000,100,,,,0
GS Asia High Yield Bond Portfolio Acc USD,USD,5,Y,N,N,N,1.25%,1.50%,USD 43.00,5000,100,,,,0
GS Global Multi-Asset Income Portfolio Acc USD,USD,6,Y,N,N,N,1.25%,1.55%,USD 134.00,1000,100,,,,0
GS Global Multi-Asset Income Portfolio Gross MDist USD,USD,6,Y,N,N,N,1.25%,1.55%,USD 134.00,5000,100,4.54%,Payout,M,0
BNP Paribas Aqua Classic Cap RH USD,USD,9,Y,N,N,N,1.75%,2.22%,EUR 2403.00,1000,100,,,,0
BNP Paribas Aqua Classic RH MD Dis SGD,SGD,9,Y,N,N,N,1.75%,2.22%,EUR 2403.00,1000,100,2.11%,Payout,M,0
Fidelity Sustainable Eurozone Equity A-ACC-EUR,EUR,8,Y,N,N,N,1.50%,1.92%,EUR 333.00,1000,100,,,,0
PIMCO Global High Yield Bond Fund Cl E Acc USD,USD,4,Y,N,N,Y,1.45%,1.45%,USD 5500.00,1000,100,,,,0
PIMCO Income Fund Cl E Inc RMB-H,CNH,4,Y,N,N,Y,1.45%,1.45%,USD 70800.00,1000,100,3.26%,Payout,M,0
Schroder ISF Global Credit Income A Acc SGD-H,SGD,4,Y,N,N,Y,1.10%,1.42%,USD 4701.72,1000,100,,,,0
JPMorgan Funds - Income A (acc) USD,USD,4,Y,N,N,Y,1.00%,1.20%,USD 7837.00,1000,100,,,,0
Fidelity Global Short Duration Income A-ACC-USD,USD,3,Y,N,N,N,0.75%,1.05%,USD 1063.00,1000,100,,,,0
Schroder Singapore Trust A Acc SGD,SGD,8,Y,N,N,Y,1.13%,1.30%,SGD 823.54,1000,100,,,,0
United SGD Money Market A1 SGD,SGD,0,Y,N,N,Y,0.25%,0.72%,SGD 429.44,1000,100,,,,0
Eastspring Investments Funds - Monthly Income Plan S SGD,SGD,4,Y,N,N,Y,1.25%,,SGD 746.30,1000,100,4.94%,Payout,M,0
Schroder ISF Asian Opportunities A Acc USD,USD,8,Y,N,N,N,1.50%,1.85%,USD 8829.53,1000,100,,,,0
Blackrock ESG Emerging Markets Blended Bond A2 USD,USD,5,Y,N,N,Y,1.50%,1.72%,USD 59.39,1000,100,,,,0
Natixis Thematics Water H-R/A SGD,SGD,10,Y,N,N,N,1.90%,,USD 169.50,1500,100,,,,0
Natixis Thematics Water R/A SGD,SGD,10,Y,N,N,N,1.90%,,USD 169.50,1500,100,,,,0
GS ESG-Enhanced Global Income Bond Portfolio Acc USD,USD,4,Y,N,N,N,1.00%,1.00%,USD 31.00,5000,100,,,,0
GS ESG-Enhanced Global Income Bond Portfolio MDist USD,USD,4,Y,N,N,N,1.00%,1.00%,USD 31.00,5000,100,3.56%,Payout,M,0
Manulife Global Fund - Preferred Securities Income AA Inc SGD-H,SGD,5,Y,N,N,Y,1.10%,1.29%,USD 487.85,1000,100,4.55%,Payout,M,0
Manulife Global Fund - Preferred Securities Income AA G MDIST SGD-H,SGD,5,Y,N,N,Y,1.10%,1.29%,USD 338.82,1000,100,5.67%,Payout,M,0
Threadneedle Global Extended Alpha A Acc GBP,GBP,10,Y,N,N,N,1.50%,1.76%,GBP 238.20,1000,100,,,,0
GS ESG-Enhanced Global Income Bond Portfolio MDist SGD-H,SGD,4,Y,N,N,N,1.00%,1.00%,USD 31.00,5000,100,3.56%,Payout,M,0
Neuberger Berman 5G Connectivity A Acc AUD-H,AUD,10,Y,N,N,Y,1.70%,1.88%,USD 1855.09,1000,100,,,,0
Neuberger Berman 5G Connectivity A Acc SGD-H,SGD,10,Y,N,N,Y,1.70%,1.90%,USD 1855.09,1000,100,,,,0
Neuberger Berman 5G Connectivity A Acc USD,USD,10,Y,N,N,Y,1.70%,1.90%,USD 1855.09,1000,100,,,,0
Manulife Global Fund - Preferred Securities Income AA Inc AUD-H,AUD,5,Y,N,N,N,1.10%,,USD 416.84,1000,100,5.01%,Payout,M,0
Manulife Global Fund - Global Multi-Asset Diversified Income AA Inc AUD-H,AUD,5,Y,N,N,N,1.50%,,USD 212.10,1000,100,,Payout,M,0
Manulife Global Fund - Global Multi-Asset Diversified Income AA Inc SGD-H,SGD,5,Y,N,N,Y,1.50%,1.74%,USD 212.10,1000,100,5.02%,Payout,M,0
Fidelity European Dividend A-MCDIST(G)-EUR,EUR,8,Y,N,N,N,1.50%,1.92%,EUR 95.00,1000,100,5.39%,Payout,M,0
Natixis Thematics Meta H-R/A SGD,SGD,7,Y,N,N,N,1.90%,,USD 244.20,1500,100,,,,0
FTIF - Franklin India AS (acc) SGD (CPF),SGD,9,N,Y,N,N,1.00%,1.75%,USD 1250.00,1000,100,,,,0
BNY Mellon Global Short-Dated High Yield Bond A Inc USD,USD,4,Y,N,N,N,1.25%,1.37%,USD 693.62,5000,100,4.06%,Payout,Q,0
GS Emerging Markets Corporate Bond Portfolio Stable MDist USD,USD,5,Y,N,N,N,1.25%,1.47%,USD 3972.00,5000,100,5.07%,Payout,M,0
GS Emerging Markets Corporate Bond Portfolio Stable MDist SGD-H,SGD,5,Y,N,N,N,1.25%,1.46%,USD 3972.00,1000,100,5.03%,Payout,M,0
GS Emerging Markets Corporate Bond Portfolio Stable MDist GBP-H,GBP,5,Y,N,N,N,1.25%,1.46%,USD 3972.00,3000,100,5.07%,Payout,M,0
GS Asia High Yield Bond Portfolio MDist USD,USD,5,Y,N,N,N,1.25%,1.50%,USD 43.00,5000,100,7.07%,Payout,M,0
GS Global High Yield Portfolio MDist USD,USD,4,Y,N,N,N,1.10%,1.17%,USD 3130.00,5000,100,4.21%,Payout,M,0
Blackrock Circular Economy A2 USD,USD,7,Y,N,N,Y,1.50%,1.81%,USD 1467.83,1000,100,,,,0
Blackrock Circular Economy A2 EUR,EUR,7,Y,N,N,Y,1.50%,1.81%,USD 1467.83,1000,100,,,,0
Blackrock Global Long Horizon Equity A2 USD,USD,7,Y,N,N,Y,1.50%,1.82%,USD 656.84,1000,100,,,,0
Fullerton Lux Funds - Global Absolute Alpha A Acc SGD,SGD,8,Y,N,N,Y,1.50%,,null ,1000,100,,,,0
Fullerton Lux Funds - Global Absolute Alpha A Acc USD,USD,8,Y,N,N,N,1.50%,,null ,1000,100,,,,0
Allianz Total Return Asian Equity AM DIS H2-SGD,SGD,8,Y,N,N,Y,1.75%,2.07%,USD 552.42,1000,100,1.93%,Payout,M,0
AB FCP I Global Equity Blend A USD,USD,7,Y,N,N,N,1.60%,2.10%,USD 117.32,2000,750,,,,0
BNP Paribas Aqua Classic Cap SGD,SGD,9,Y,N,N,N,1.75%,2.22%,EUR 2403.00,1000,100,,,,0
HGIF - Asia High Yield Bond AM3H SGD,SGD,5,Y,N,N,Y,1.25%,1.62%,USD 1339.95,1000,100,6.27%,Payout,M,0
FTIF - Franklin India A (acc) SGD,SGD,9,Y,N,N,Y,1.00%,1.86%,USD 1250.00,1000,100,,,,0
Threadneedle (Lux) Global Multi Asset Income ASP Inc SGD,SGD,6,Y,N,N,Y,1.25%,1.55%,USD 187.00,1000,100,4.96%,Payout,Q,0
Schroder ISF Global Sustainable Growth A Acc USD,USD,7,Y,N,N,N,1.30%,1.65%,USD 1327.75,1000,100,,,,0
United Sustainable Credit Income A Dis USD,USD,4,Y,N,N,N,1.15%,,USD 8.58,1000,100,4.03%,Payout,M,0
BNP Paribas Energy Transition Classic RH Cap SGD,SGD,10,Y,N,N,N,1.50%,,null ,1000,100,,,,0
PineBridge Asia ex Japan Equity A5H SGD,SGD,8,Y,N,N,Y,1.30%,,USD 340.20,1000,100,,,,0
Blackrock Sustainable Energy A2 SGD-H,SGD,10,Y,N,N,Y,1.75%,1.97%,USD 5070.75,1000,100,,,,0
